Name,Name ASCII,Country code,Country name,Continent,Official,Gender,Unisex,Country Rank,Frequency,is_noise,is_mainstream_local,is_embedded_panregional,is_local_form_quality_ok,is_male_local,is_foreign_anchor,foreign_anchor_region,is_diaspora_likely,confidence,final_status,indicator_notes,OriginalName,NameCleaned,NameLatin
Gerard,gerard,IE,Ireland,Europe,y,m,n,64,481,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Gerard,Gerard,Gerard
Dean,dean,IE,Ireland,Europe,y,m,n,65,457,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Dean,Dean,Dean
Damien,damien,IE,Ireland,Europe,y,m,n,66,455,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Damien,Damien,Damien
Darragh,darragh,IE,Ireland,Europe,y,m,n,67,454,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Darragh,Darragh,Darragh
Derek,derek,IE,Ireland,Europe,y,m,n,68,449,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Derek,Derek,Derek
Pat,pat,IE,Ireland,Europe,n,m,y,69,442,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Pat,Pat,Pat
Ross,ross,IE,Ireland,Europe,y,m,n,70,436,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Ross,Ross,Ross
Cathal,cathal,IE,Ireland,Europe,y,m,n,71,435,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Cathal,Cathal,Cathal
Lee,lee,IE,Ireland,Europe,y,m,n,72,418,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Lee,Lee,Lee
Rory,rory,IE,Ireland,Europe,y,m,n,73,417,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Rory,Rory,Rory
William,william,IE,Ireland,Europe,y,m,n,74,416,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,William,William,William
Steven,steven,IE,Ireland,Europe,y,m,n,75,403,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Steven,Steven,Steven
Gareth,gareth,IE,Ireland,Europe,y,m,n,76,398,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Gareth,Gareth,Gareth
Adrian,adrian,IE,Ireland,Europe,y,m,n,77,394,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Adrian,Adrian,Adrian
Rob,rob,IE,Ireland,Europe,n,m,n,78,390,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Rob,Rob,Rob
Dan,dan,IE,Ireland,Europe,y,m,n,79,388,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Dan,Dan,Dan
Craig,craig,IE,Ireland,Europe,y,m,n,80,388,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Craig,Craig,Craig
Sam,sam,IE,Ireland,Europe,y,m,n,81,387,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Sam,Sam,Sam
Jordan,jordan,IE,Ireland,Europe,y,m,n,82,383,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Jordan,Jordan,Jordan
Noel,noel,IE,Ireland,Europe,y,m,n,83,379,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Noel,Noel,Noel
Jim,jim,IE,Ireland,Europe,y,m,n,84,368,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Jim,Jim,Jim
Christopher,christopher,IE,Ireland,Europe,y,m,n,85,362,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Christopher,Christopher,Christopher
Danny,danny,IE,Ireland,Europe,y,m,n,86,357,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Danny,Danny,Danny
Donal,donal,IE,Ireland,Europe,y,m,n,87,343,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Donal,Donal,Donal
Graham,graham,IE,Ireland,Europe,y,m,n,88,338,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Graham,Graham,Graham
Karl,karl,IE,Ireland,Europe,y,m,n,89,335,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Karl,Karl,Karl
Eoghan,eoghan,IE,Ireland,Europe,y,m,n,90,332,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Eoghan,Eoghan,Eoghan
Cormac,cormac,IE,Ireland,Europe,y,m,n,91,332,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Cormac,Cormac,Cormac
Seamus,seamus,IE,Ireland,Europe,y,m,n,92,329,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Seamus,Seamus,Seamus
Gerry,gerry,IE,Ireland,Europe,y,m,n,93,323,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Gerry,Gerry,Gerry
Scott,scott,IE,Ireland,Europe,y,m,n,94,314,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Scott,Scott,Scott
Padraig,padraig,IE,Ireland,Europe,y,m,n,95,313,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Padraig,Padraig,Padraig
Nathan,nathan,IE,Ireland,Europe,y,m,n,96,313,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Nathan,Nathan,Nathan
Johnny,johnny,IE,Ireland,Europe,y,m,n,97,309,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Johnny,Johnny,Johnny
Tim,tim,IE,Ireland,Europe,y,m,n,98,305,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Tim,Tim,Tim
Matt,matt,IE,Ireland,Europe,y,m,n,99,298,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Matt,Matt,Matt
Stuart,stuart,IE,Ireland,Europe,y,m,n,100,295,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Stuart,Stuart,Stuart
Frank,frank,IE,Ireland,Europe,y,m,n,101,293,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Frank,Frank,Frank
Eamonn,eamonn,IE,Ireland,Europe,y,m,n,102,288,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Eamonn,Eamonn,Eamonn
Ger,ger,IE,Ireland,Europe,y,m,n,103,284,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Ger,Ger,Ger
Steve,steve,IE,Ireland,Europe,y,m,n,104,283,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Steve,Steve,Steve
Joseph,joseph,IE,Ireland,Europe,y,m,n,105,281,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Joseph,Joseph,Joseph
Mick,mick,IE,Ireland,Europe,n,m,n,106,273,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Mick,Mick,Mick
Ray,ray,IE,Ireland,Europe,y,m,n,107,266,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Ray,Ray,Ray
Tommy,tommy,IE,Ireland,Europe,y,m,n,108,264,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,nordic,FALSE,medium,international_core,foreign_anchor:nordic;close_neighbor_embedded,Tommy,Tommy,Tommy
Robbie,robbie,IE,Ireland,Europe,y,m,n,110,261,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Robbie,Robbie,Robbie
Kyle,kyle,IE,Ireland,Europe,y,m,n,111,254,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Kyle,Kyle,Kyle
Oisin,oisin,IE,Ireland,Europe,y,m,n,113,251,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Oisin,Oisin,Oisin
Phil,phil,IE,Ireland,Europe,n,m,n,114,249,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Phil,Phil,Phil
Josh,josh,IE,Ireland,Europe,y,m,n,115,248,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Josh,Josh,Josh
Trevor,trevor,IE,Ireland,Europe,y,m,n,116,243,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Trevor,Trevor,Trevor
Ken,ken,IE,Ireland,Europe,n,m,n,117,238,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Ken,Ken,Ken
Dermot,dermot,IE,Ireland,Europe,y,m,n,118,238,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Dermot,Dermot,Dermot
Jonny,jonny,IE,Ireland,Europe,y,m,n,119,236,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Jonny,Jonny,Jonny
Eddie,eddie,IE,Ireland,Europe,y,m,n,120,234,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Eddie,Eddie,Eddie
George,george,IE,Ireland,Europe,y,m,n,121,229,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,George,George,George
Evan,evan,IE,Ireland,Europe,y,m,n,122,224,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Evan,Evan,Evan
Fergal,fergal,IE,Ireland,Europe,y,m,n,123,219,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Fergal,Fergal,Fergal
Billy,billy,IE,Ireland,Europe,y,m,n,124,216,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Billy,Billy,Billy
Jay,jay,IE,Ireland,Europe,y,m,n,125,211,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Jay,Jay,Jay
Hugh,hugh,IE,Ireland,Europe,y,m,n,126,209,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Hugh,Hugh,Hugh
Eric,eric,IE,Ireland,Europe,y,m,n,127,207,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Eric,Eric,Eric
Jimmy,jimmy,IE,Ireland,Europe,y,m,n,129,200,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Jimmy,Jimmy,Jimmy
Harry,harry,IE,Ireland,Europe,y,m,n,130,198,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Harry,Harry,Harry
Justin,justin,IE,Ireland,Europe,y,m,n,131,195,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Justin,Justin,Justin
Bryan,bryan,IE,Ireland,Europe,y,m,n,132,195,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Bryan,Bryan,Bryan
Micheal,micheal,IE,Ireland,Europe,y,m,n,133,194,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Micheal,Micheal,Micheal
Jake,jake,IE,Ireland,Europe,y,m,n,134,193,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Jake,Jake,Jake
Charlie,charlie,IE,Ireland,Europe,y,m,n,135,193,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Charlie,Charlie,Charlie
Connor,connor,IE,Ireland,Europe,y,m,n,136,192,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Connor,Connor,Connor
Enda,enda,IE,Ireland,Europe,y,m,n,137,186,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Enda,Enda,Enda
Nick,nick,IE,Ireland,Europe,n,m,n,138,184,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Nick,Nick,Nick
Marc,marc,IE,Ireland,Europe,y,m,n,139,184,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Marc,Marc,Marc
Eamon,eamon,IE,Ireland,Europe,y,m,n,140,184,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Eamon,Eamon,Eamon
Greg,greg,IE,Ireland,Europe,y,m,n,142,181,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Greg,Greg,Greg
Nigel,nigel,IE,Ireland,Europe,y,m,n,143,179,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Nigel,Nigel,Nigel
Will,will,IE,Ireland,Europe,y,m,n,144,173,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Will,Will,Will
Richie,richie,IE,Ireland,Europe,y,m,n,145,173,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Richie,Richie,Richie
Ruairi,ruairi,IE,Ireland,Europe,y,m,n,146,172,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Ruairi,Ruairi,Ruairi
Glenn,glenn,IE,Ireland,Europe,y,m,n,148,165,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Glenn,Glenn,Glenn
Diarmuid,diarmuid,IE,Ireland,Europe,y,m,n,150,157,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Diarmuid,Diarmuid,Diarmuid
Vincent,vincent,IE,Ireland,Europe,y,m,n,151,154,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Vincent,Vincent,Vincent
Emmet,emmet,IE,Ireland,Europe,y,m,n,152,154,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Emmet,Emmet,Emmet
Dara,dara,IE,Ireland,Europe,y,m,y,154,153,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Dara,Dara,Dara
Callum,callum,IE,Ireland,Europe,y,m,n,155,150,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Callum,Callum,Callum
Shaun,shaun,IE,Ireland,Europe,y,m,n,156,149,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Shaun,Shaun,Shaun
Killian,killian,IE,Ireland,Europe,y,m,n,158,145,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Killian,Killian,Killian
Francis,francis,IE,Ireland,Europe,y,m,n,159,138,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Francis,Francis,Francis
Carl,carl,IE,Ireland,Europe,y,m,n,160,137,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Carl,Carl,Carl
Raymond,raymond,IE,Ireland,Europe,y,m,n,161,136,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Raymond,Raymond,Raymond
Terry,terry,IE,Ireland,Europe,y,m,n,162,135,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Terry,Terry,Terry
Kenneth,kenneth,IE,Ireland,Europe,y,m,n,164,129,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Kenneth,Kenneth,Kenneth
Ed,ed,IE,Ireland,Europe,n,m,y,165,129,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Ed,Ed,Ed
Jackie,jackie,IE,Ireland,Europe,y,m,n,166,128,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Jackie,Jackie,Jackie
Dublin,dublin,IE,Ireland,Europe,n,m,n,167,128,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Dublin,Dublin,Dublin
Jen,jen,IE,Ireland,Europe,n,m,y,168,127,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Jen,Jen,Jen
Des,des,IE,Ireland,Europe,n,m,n,169,127,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Des,Des,Des
Bill,bill,IE,Ireland,Europe,n,m,n,170,127,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Bill,Bill,Bill
Marty,marty,IE,Ireland,Europe,n,m,n,171,122,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Marty,Marty,Marty
Lorcan,lorcan,IE,Ireland,Europe,y,m,n,172,122,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Lorcan,Lorcan,Lorcan
Cillian,cillian,IE,Ireland,Europe,y,m,n,173,122,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Cillian,Cillian,Cillian
Daragh,daragh,IE,Ireland,Europe,y,m,n,174,120,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Daragh,Daragh,Daragh
Ethan,ethan,IE,Ireland,Europe,y,m,n,177,115,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Ethan,Ethan,Ethan
Joshua,joshua,IE,Ireland,Europe,y,m,n,178,114,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Joshua,Joshua,Joshua
Jeff,jeff,IE,Ireland,Europe,n,m,n,180,113,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Jeff,Jeff,Jeff
Jess,jess,IE,Ireland,Europe,n,m,y,182,111,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Jess,Jess,Jess
Maurice,maurice,IE,Ireland,Europe,y,m,n,183,109,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,dutch,FALSE,medium,international_core,foreign_anchor:dutch;close_neighbor_embedded,Maurice,Maurice,Maurice
Oliver,oliver,IE,Ireland,Europe,y,m,n,184,108,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Oliver,Oliver,Oliver
Padraic,padraic,IE,Ireland,Europe,y,m,n,185,105,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Padraic,Padraic,Padraic
Christian,christian,IE,Ireland,Europe,y,m,n,187,105,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Christian,Christian,Christian
Daire,daire,IE,Ireland,Europe,y,m,n,188,102,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Daire,Daire,Daire
Bobby,bobby,IE,Ireland,Europe,y,m,n,189,102,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Bobby,Bobby,Bobby
Fergus,fergus,IE,Ireland,Europe,y,m,n,190,99,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Fergus,Fergus,Fergus
Graeme,graeme,IE,Ireland,Europe,y,m,n,191,98,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Graeme,Graeme,Graeme
Brandon,brandon,IE,Ireland,Europe,y,m,n,192,98,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Brandon,Brandon,Brandon
Bob,bob,IE,Ireland,Europe,n,m,n,193,98,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Bob,Bob,Bob
Nicky,nicky,IE,Ireland,Europe,n,m,y,195,95,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Nicky,Nicky,Nicky
Mikey,mikey,IE,Ireland,Europe,y,m,n,197,94,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Mikey,Mikey,Mikey
Kenny,kenny,IE,Ireland,Europe,n,m,n,198,94,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Kenny,Kenny,Kenny
Tadhg,tadhg,IE,Ireland,Europe,y,m,n,200,92,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Tadhg,Tadhg,Tadhg
Joey,joey,IE,Ireland,Europe,y,m,n,202,92,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Joey,Joey,Joey
Pete,pete,IE,Ireland,Europe,n,m,n,203,91,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Pete,Pete,Pete
Fintan,fintan,IE,Ireland,Europe,y,m,n,204,91,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Fintan,Fintan,Fintan
Bernie,bernie,IE,Ireland,Europe,n,m,n,205,91,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Bernie,Bernie,Bernie
Pj,pj,IE,Ireland,Europe,n,m,n,206,90,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Pj,Pj,Pj
Cameron,cameron,IE,Ireland,Europe,y,m,n,208,90,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Cameron,Cameron,Cameron
Max,max,IE,Ireland,Europe,y,m,n,209,89,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,panregional,Max,Max,Max
Garry,garry,IE,Ireland,Europe,y,m,n,210,89,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Garry,Garry,Garry
Caolan,caolan,IE,Ireland,Europe,y,m,n,211,89,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Caolan,Caolan,Caolan
Dominic,dominic,IE,Ireland,Europe,y,m,n,212,88,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Dominic,Dominic,Dominic
Gearoid,gearoid,IE,Ireland,Europe,y,m,n,213,87,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Gearoid,Gearoid,Gearoid
Shay,shay,IE,Ireland,Europe,y,m,n,214,86,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Shay,Shay,Shay
Jon,jon,IE,Ireland,Europe,y,m,n,215,85,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Jon,Jon,Jon
Roy,roy,IE,Ireland,Europe,y,m,n,216,84,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,dutch,FALSE,medium,international_core,foreign_anchor:dutch;close_neighbor_embedded,Roy,Roy,Roy
Lewis,lewis,IE,Ireland,Europe,y,m,n,218,83,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Lewis,Lewis,Lewis
Henry,henry,IE,Ireland,Europe,y,m,n,219,83,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Henry,Henry,Henry
Ricky,ricky,IE,Ireland,Europe,y,m,n,220,81,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Ricky,Ricky,Ricky
Charles,charles,IE,Ireland,Europe,y,m,n,224,78,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Charles,Charles,Charles
Conall,conall,IE,Ireland,Europe,y,m,n,225,76,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Conall,Conall,Conall
Jerry,jerry,IE,Ireland,Europe,n,m,n,226,75,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Jerry,Jerry,Jerry
Dale,dale,IE,Ireland,Europe,y,m,n,227,75,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Dale,Dale,Dale
Willie,willie,IE,Ireland,Europe,n,m,n,229,72,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Willie,Willie,Willie
Ollie,ollie,IE,Ireland,Europe,y,m,n,232,72,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Ollie,Ollie,Ollie
Iain,iain,IE,Ireland,Europe,y,m,n,233,71,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Iain,Iain,Iain
Corey,corey,IE,Ireland,Europe,y,m,n,234,71,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Corey,Corey,Corey
Al,al,IE,Ireland,Europe,n,m,n,236,68,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Al,Al,Al
Geoff,geoff,IE,Ireland,Europe,n,m,n,237,67,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Geoff,Geoff,Geoff
Garrett,garrett,IE,Ireland,Europe,y,m,n,238,67,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Garrett,Garrett,Garrett
Larry,larry,IE,Ireland,Europe,n,m,n,240,66,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Larry,Larry,Larry
Paudie,paudie,IE,Ireland,Europe,y,m,n,241,65,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Paudie,Paudie,Paudie
Emmett,emmett,IE,Ireland,Europe,y,m,n,242,65,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Emmett,Emmett,Emmett
Jude,jude,IE,Ireland,Europe,y,m,n,243,64,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Jude,Jude,Jude
Fionn,fionn,IE,Ireland,Europe,y,m,n,244,63,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Fionn,Fionn,Fionn
Davy,davy,IE,Ireland,Europe,n,m,n,246,61,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Davy,Davy,Davy
Clive,clive,IE,Ireland,Europe,n,m,n,247,61,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Clive,Clive,Clive
Reece,reece,IE,Ireland,Europe,y,m,n,249,60,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Reece,Reece,Reece
John-Paul,john-paul,IE,Ireland,Europe,y,m,n,250,60,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,John-Paul,John-Paul,John-Paul
Gill,gill,IE,Ireland,Europe,n,m,y,251,59,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Gill,Gill,Gill
Curtis,curtis,IE,Ireland,Europe,y,m,n,252,59,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Curtis,Curtis,Curtis
Colum,colum,IE,Ireland,Europe,y,m,n,253,59,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Colum,Colum,Colum
Christy,christy,IE,Ireland,Europe,y,m,n,254,59,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Christy,Christy,Christy
Shea,shea,IE,Ireland,Europe,y,m,n,255,58,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,,FALSE,high,core,,Shea,Shea,Shea
