Region	Country	VisualBucket	percent	naming pool	Persona	naming split
CONMEBOL	Paraguay	EuroIberian	3	Spain 0.75, Portugal 0.25	LOCAL_HEAVY	NATION_HERITAGE 0.50, HERITAGE_HERITAGE 0.45, NATION_NATION 0.04, HERITAGE_NATION 0.01
CONMEBOL	Paraguay	AfricaWest	2	NigeriaYoruba 0.15, NigeriaIgbo 0.1, NigeriaDelta 0.1, Ghana 0.25, Senegal 0.20, Ivory Coast 0.20	HERITAGE_HEAVY	HERITAGE_HERITAGE 0.60, NATION_HERITAGE 0.35, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Morocco	AfricaNorth	88	Morocco 0.94, Algeria 0.04, Tunisia 0.02	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Morocco	AfricaWest	6	Senegal 0.30, Mali 0.25, Guinea 0.25, Ivory Coast 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Morocco	EuroIberian	4	Spain 0.60, Portugal 0.40	LOCAL_HEAVY	NATION_HERITAGE 0.50, HERITAGE_HERITAGE 0.45, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Morocco	Egypt	2	Egypt 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Algeria	AfricaNorth	88	Algeria 0.94, Morocco 0.04, Tunisia 0.02	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Algeria	AfricaWest	5	Mali 0.30, Senegal 0.25, Guinea 0.25, Ivory Coast 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Algeria	Levant	3	Syria 0.35, Lebanon 0.25, Palestine 0.20, Iraq 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Algeria	EuroIberian	2	Spain 0.65, France 0.35	LOCAL_HEAVY	NATION_HERITAGE 0.50, HERITAGE_HERITAGE 0.45, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Algeria	Egypt	2	Egypt 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Tunisia	AfricaNorth	88	Tunisia 0.90, Algeria 0.05, Libya 0.03, Morocco 0.02	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Tunisia	Levant	4	Lebanon 0.30, Syria 0.25, Palestine 0.25, Iraq 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Tunisia	AfricaWest	4	Mali 0.30, Senegal 0.25, Guinea 0.25, Ivory Coast 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Tunisia	EuroItaMed	2	Italy 0.70, Malta 0.30	LOCAL_HEAVY	NATION_HERITAGE 0.50, HERITAGE_HERITAGE 0.45, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Tunisia	Egypt	2	Egypt 1.00	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Egypt	Egypt	78	Egypt 0.96, Palestine 0.02, Lebanon 0.02	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Egypt	Levant	8	Palestine 0.35, Syria 0.25, Lebanon 0.25, Iraq 0.15	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Egypt	AfricaNorth	6	Libya 0.50, Tunisia 0.25, Algeria 0.15, Morocco 0.10	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Egypt	AfricaHorn	4	Sudan 0.45, Ethiopia 0.30, Somalia 0.25	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Egypt	AfricaSahelia	4	Sudan 0.50, Mali 0.25, Senegal 0.25	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Nigeria	AfricaWest	84	NigeriaYoruba 0.21, NigeriaIgbo 0.18, NigeriaHausa 0.23, NigeriaFulani 0.06, NigeriaMiddleBelt 0.12, NigeriaDelta 0.20	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Nigeria	AfricaSahelia	10	NigeriaHausa 0.3, NigeriaFulani 0.2 , Mali 0.25, Senegal 0.25	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Nigeria	AfricaCentral	4	Cameroon 0.45, DR Congo 0.35, Congo 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Nigeria	AfricaNorth	2	Morocco 0.40, Algeria 0.30, Tunisia 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Ghana	AfricaWest	90	Ghana 0.84, Ivory Coast 0.04, Benin 0.12	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Ghana	AfricaSahelia	6	Mali 0.35, Burkina Faso 0.35, NigeriaYoruba 0.1, NigeriaIgbo 0.1, NigeriaDelta 0.10	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Ghana	AfricaCentral	4	Cameroon 0.45, DR Congo 0.35, Congo 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Senegal	AfricaWest	82	Senegal 0.90, Mali 0.06, Guinea 0.04	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Senegal	AfricaSahelia	9	Mali 0.40, Burkina Faso 0.30, Morocco 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Senegal	AfricaNorth	5	Morocco 0.40, Algeria 0.30, Tunisia 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Senegal	AfricaCentral	4	Cameroon 0.45, DR Congo 0.35, Congo 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Mali	AfricaSahelia	46	Mali 0.78, Senegal 0.12, Burkina Faso 0.10	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Mali	AfricaWest	42	Mali 0.55, Senegal 0.20, Guinea 0.15, Ivory Coast 0.10	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Mali	AfricaNorth	8	Morocco 0.40, Algeria 0.35, Tunisia 0.25	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Mali	AfricaCentral	4	Cameroon 0.40, DR Congo 0.30, Congo 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Ivory Coast	AfricaWest	88	Ivory Coast 0.84, Ghana 0.08, Guinea 0.04, Burkina Faso 0.04	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Ivory Coast	AfricaSahelia	7	Burkina Faso 0.35, Mali 0.35, NigeriaYoruba 0.1, NigeriaIgbo 0.1, NigeriaDelta 0.10	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Ivory Coast	AfricaCentral	5	Cameroon 0.45, DR Congo 0.35, Congo 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Cameroon	AfricaCentral	58	Cameroon 0.70, DR Congo 0.20, Congo 0.10	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Cameroon	AfricaWest	22	Cameroon 0.40, NigeriaYoruba 0.1, NigeriaIgbo 0.1, NigeriaDelta 0.10, Ghana 0.15, Ivory Coast 0.15	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Cameroon	AfricaSahelia	10	Cameroon 0.55, Sudan 0.25, NigeriaHausa 0.2	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Cameroon	AfricaEast	6	Uganda 0.35, Kenya 0.35, Tanzania 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Cameroon	AfricaSouth	4	Zambia 0.35, Zimbabwe 0.35, Mozambique 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	DR Congo	AfricaCentral	84	DR Congo 0.88, Congo 0.08, Rwanda 0.04	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	DR Congo	AfricaEast	6	Uganda 0.35, Rwanda 0.25, Kenya 0.20, Tanzania 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	DR Congo	AfricaSouth	4	Zambia 0.40, Zimbabwe 0.30, Mozambique 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	DR Congo	AfricaWest	4	Cameroon 0.35, NigeriaYoruba 0.1, NigeriaIgbo 0.1, NigeriaDelta 0.05, Ghana 0.20, Ivory Coast 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	DR Congo	AfricaHorn	2	Ethiopia 0.40, Somalia 0.30, Sudan 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Angola	AfricaCentral	70	Angola 0.78, DR Congo 0.12, Congo 0.06, Zambia 0.04	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Angola	AfricaSouth	22	Zambia 0.35, Zimbabwe 0.30, Mozambique 0.20, Angola 0.15	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Angola	AfricaEast	5	Zambia 0.35, Tanzania 0.35, Uganda 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Angola	AfricaWest	3	Cameroon 0.35, NigeriaYoruba 0.1, NigeriaIgbo 0.1, NigeriaDelta 0.05, Ghana 0.20, Ivory Coast 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	South Africa	AfricaSouth	77	South Africa 0.78, Zimbabwe 0.10, Zambia 0.07, Mozambique 0.05	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	South Africa	AfricaEast	8	Zimbabwe 0.30, Zambia 0.25, Tanzania 0.25, Kenya 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	South Africa	AfricaWest	4	NigeriaYoruba 0.1, NigeriaIgbo 0.1, NigeriaDelta 0.10, Ghana 0.25, Cameroon 0.25, Ivory Coast 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	South Africa	AfricaHorn	3	Ethiopia 0.40, Somalia 0.30, Sudan 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	South Africa	IndiaSouth	2	Tamil 0.3, Telugu 0.3, Kannada 0.22, Malaylam 0.18 	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	South Africa	EuroCentral	6	Netherlands 0.30, Germany 0.25, England 0.25, Belgium Dutch 0.20	LOCAL_HEAVY	NATION_HERITAGE 0.50, HERITAGE_HERITAGE 0.45, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Kenya	AfricaEast	80	Kenya 0.86, Uganda 0.06, Tanzania 0.04, Ethiopia 0.04	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Kenya	AfricaHorn	8	Ethiopia 0.40, Somalia 0.35, Sudan 0.25	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Kenya	AfricaSouth	6	Tanzania 0.35, Uganda 0.30, Zambia 0.20, Zimbabwe 0.15	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Kenya	ArabPeninsula	2	Saudi Arabia 0.35, UAE 0.25, Oman 0.20, Kuwait 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Kenya	AfricaWest	2	NigeriaYoruba 0.1, NigeriaIgbo 0.1, NigeriaDelta 0.10, Ghana 0.25, Cameroon 0.25, Ivory Coast 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Kenya	IndiaSouth	2	Tamil 0.3, Telugu 0.3, Kannada 0.22, Malaylam 0.18 	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Tanzania	AfricaEast	80	Tanzania 0.80, Kenya 0.11, Uganda 0.09	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Tanzania	AfricaHorn	4	Ethiopia 0.40, Somalia 0.35, Sudan 0.25	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Tanzania	AfricaSouth	11	Zambia 0.40, Zimbabwe 0.35, South Africa 0.25	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Tanzania	ArabPeninsula	2	Saudi Arabia 0.35, UAE 0.25, Oman 0.20, Kuwait 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Tanzania	IndiaSouth	3	Tamil 0.3, Telugu 0.3, Kannada 0.22, Malaylam 0.18 	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Uganda	AfricaEast	76	Uganda 0.84, Kenya 0.08, Tanzania 0.04, Rwanda 0.04	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Uganda	AfricaHorn	6	Ethiopia 0.40, Somalia 0.35, Sudan 0.25	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Uganda	AfricaCentral	10	DR Congo 0.40, Rwanda 0.30, Tanzania 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Uganda	AfricaSouth	4	Tanzania 0.30, Zambia 0.25, Zimbabwe 0.25, South Africa 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Uganda	ArabPeninsula	2	Saudi Arabia 0.35, UAE 0.25, Oman 0.20, Kuwait 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Uganda	IndiaSouth	2	Tamil 0.3, Telugu 0.3, Kannada 0.22, Malaylam 0.18 	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Libya	AfricaNorth	74	Libya 0.80, Tunisia 0.10, Algeria 0.06, Egypt 0.04	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Libya	Egypt	12	Egypt 0.85, Libya 0.15	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Libya	AfricaSahelia	6	Sudan 0.50, Mali 0.30, Senegal 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Libya	Levant	4	Palestine 0.30, Syria 0.25, Lebanon 0.20, Iraq 0.25	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Libya	AfricaWest	4	Mali 0.30, Senegal 0.25, Guinea 0.25, Ivory Coast 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Guinea	AfricaWest	90	Guinea 0.86, Senegal 0.08, Mali 0.06	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Guinea	AfricaSahelia	5	Mali 0.40, Senegal 0.30, Burkina Faso 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Guinea	AfricaCentral	3	Cameroon 0.45, DR Congo 0.35, Congo 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Guinea	AfricaNorth	2	Morocco 0.40, Algeria 0.30, Tunisia 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Guinea-Bissau	AfricaWest	82	Senegal 0.40, Guinea 0.35, Cape Verde 0.15, Portugal 0.10	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Guinea-Bissau	AfricaSahelia	8	Senegal 0.35, Mali 0.35, Burkina Faso 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Guinea-Bissau	AfricaCentral	5	Cameroon 0.45, DR Congo 0.35, Congo 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Guinea-Bissau	AfricaNorth	5	Morocco 0.40, Algeria 0.30, Tunisia 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Burkina Faso	AfricaSahelia	50	Burkina Faso 0.72, Mali 0.18, Ghana 0.10	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Burkina Faso	AfricaWest	40	Burkina Faso 0.50, Ghana 0.20, Ivory Coast 0.15, Mali 0.15	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Burkina Faso	AfricaNorth	6	Mali 0.35, Morocco 0.30, Algeria 0.20, Tunisia 0.15	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Burkina Faso	AfricaCentral	4	Cameroon 0.40, DR Congo 0.30, Congo 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Mauritania	AfricaSahelia	58	Morocco 0.30, Senegal 0.30, Mali 0.25, Algeria 0.15	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Mauritania	AfricaNorth	22	Morocco 0.45, Algeria 0.30, Tunisia 0.25	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Mauritania	AfricaWest	16	Senegal 0.40, Mali 0.25, Guinea 0.20, Ivory Coast 0.15	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Mauritania	AfricaCentral	4	Sudan 0.40, Cameroon 0.30, DR Congo 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Gambia	AfricaWest	85	Senegal 0.50, Guinea 0.25, Mali 0.15, Cape Verde 0.10	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Gambia	AfricaSahelia	7	Senegal 0.35, Mali 0.35, Burkina Faso 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Gambia	AfricaNorth	5	Morocco 0.40, Algeria 0.30, Tunisia 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Gambia	AfricaCentral	3	Cameroon 0.45, DR Congo 0.35, Congo 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Sierra Leone	AfricaWest	88	Liberia 0.40, Guinea 0.25, Ghana 0.20, Ivory Coast 0.15	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Sierra Leone	AfricaSahelia	6	Mali 0.35, Burkina Faso 0.35, Senegal 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Sierra Leone	AfricaCentral	6	Cameroon 0.45, DR Congo 0.35, Congo 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Liberia	AfricaWest	88	Liberia 0.78, Ivory Coast 0.10, Ghana 0.07, Guinea 0.05	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Liberia	AfricaSahelia	6	Mali 0.35, Burkina Faso 0.35, Senegal 0.30	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Liberia	AfricaCentral	6	Cameroon 0.45, DR Congo 0.35, Congo 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Togo	AfricaWest	90	Ghana 0.60, Benin 0.40	FULL_HERITAGE	HERITAGE_HERITAGE 0.95, NATION_HERITAGE 0.03, NATION_NATION 0.02, HERITAGE_NATION 0.00
CAF	Togo	AfricaSahelia	6	Burkina Faso 0.35, Mali 0.35, NigeriaYoruba 0.1, NigeriaIgbo 0.1, NigeriaDelta 0.10	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
CAF	Togo	AfricaCentral	4	Cameroon 0.45, DR Congo 0.35, Congo 0.20	HERITAGE_BALANCED	HERITAGE_HERITAGE 0.53, NATION_HERITAGE 0.42, NATION_NATION 0.04, HERITAGE_NATION 0.01
